ID,adj.P.Val,P.Value,t,B,logFC,miRNA_ID,SPOT_ID
hsa-miR-335-3p,0.612,0.066436,2.231946,-3.936,0.75354103,hsa-miR-335-3p,
hsa-miR-6789-5p,0.612,0.066624,-2.229906,-3.938,-0.34572059,hsa-miR-6789-5p,
hsa-miR-4511,0.612,0.066668,-2.229421,-3.939,-0.05380525,hsa-miR-4511,
hsa-miR-7702,0.612,0.066689,2.229194,-3.939,0.04292087,hsa-miR-7702,
hsa-miR-7974,0.613,0.067622,2.21917,-3.951,0.07479746,hsa-miR-7974,
hsa-miR-211-5p,0.613,0.067878,2.216448,-3.955,0.09007748,hsa-miR-211-5p,
hsa-miR-758-5p,0.613,0.06865,-2.208292,-3.965,-0.13661064,hsa-miR-758-5p,
hsa-miR-134-3p,0.613,0.068733,2.207415,-3.966,0.04786939,hsa-miR-134-3p,
hsa-miR-10b-5p,0.613,0.068843,-2.206259,-3.967,-1.14434817,hsa-miR-10b-5p,
hsa-miR-125a-5p,0.613,0.068997,2.204655,-3.969,0.91099215,hsa-miR-125a-5p,
hsa-miR-6878-3p,0.613,0.069155,-2.203009,-3.971,-0.04453889,hsa-miR-6878-3p,
hsa-miR-30b-5p,0.613,0.069234,2.202183,-3.972,0.84221882,hsa-miR-30b-5p,
hsa-miR-6830-3p,0.613,0.069545,-2.19895,-3.976,-0.04957385,hsa-miR-6830-3p,
hsa-miR-146b-3p,0.613,0.06989,-2.195378,-3.98,-0.05183603,hsa-miR-146b-3p,
hsa-miR-137,0.613,0.070117,2.193041,-3.983,0.92381351,hsa-miR-137,
hsa-miR-4417,0.613,0.070258,-2.1916,-3.985,-0.28327231,hsa-miR-4417,
hsa-miR-4286,0.613,0.070416,2.189975,-3.987,0.56013989,hsa-miR-4286,
hsa-miR-762,0.613,0.070906,-2.184979,-3.993,-0.47580434,hsa-miR-762,
hsa-miR-6817-3p,0.613,0.070966,2.184373,-3.994,0.04532702,hsa-miR-6817-3p,
hsa-miR-6081,0.613,0.071041,-2.183608,-3.995,-0.04934268,hsa-miR-6081,
hsa-miR-4662a-5p,0.613,0.071155,2.182455,-3.996,0.0417948,hsa-miR-4662a-5p,
hsa-miR-2053,0.613,0.071799,-2.175966,-4.004,-0.05611807,hsa-miR-2053,
hsa-miR-4755-3p,0.613,0.071964,-2.174316,-4.006,-0.0827093,hsa-miR-4755-3p,
hsa-miR-4741,0.613,0.071966,-2.174291,-4.006,-1.00775797,hsa-miR-4741,
hsa-miR-888-5p,0.613,0.072087,2.173082,-4.007,0.05439669,hsa-miR-888-5p,
hsa-miR-4450,0.613,0.072132,-2.172638,-4.008,-0.12608755,hsa-miR-4450,
hsa-miR-6749-5p,0.613,0.072485,-2.169116,-4.012,-1.1004446,hsa-miR-6749-5p,
hsa-miR-143-3p,0.613,0.072518,2.168786,-4.013,1.21560755,hsa-miR-143-3p,
hsa-miR-361-3p,0.613,0.07277,2.166292,-4.016,0.11505955,hsa-miR-361-3p,
hsa-miR-548d-3p,0.613,0.073344,-2.16064,-4.023,-0.06257912,hsa-miR-548d-3p,
hsa-miR-3934-5p,0.613,0.073599,-2.158135,-4.026,-0.08299913,hsa-miR-3934-5p,
hsa-miR-4768-3p,0.613,0.073657,-2.157572,-4.026,-0.05421108,hsa-miR-4768-3p,
hsa-miR-3065-3p,0.613,0.074187,2.152409,-4.033,0.06693364,hsa-miR-3065-3p,
hsa-miR-3921,0.613,0.074206,2.15223,-4.033,0.04829101,hsa-miR-3921,
hsa-miR-6830-5p,0.613,0.074389,-2.150452,-4.035,-0.15585051,hsa-miR-6830-5p,
hsa-miR-1281,0.613,0.074645,2.147978,-4.038,0.09016783,hsa-miR-1281,
hsa-miR-4520-2-3p,0.613,0.074718,2.14728,-4.039,0.04306669,hsa-miR-4520-2-3p,
hsa-miR-6867-5p,0.616,0.075433,-2.140429,-4.047,-0.5080167,hsa-miR-6867-5p,
hsa-miR-4720-5p,0.616,0.075531,2.139498,-4.048,0.03833775,hsa-miR-4720-5p,
hsa-miR-500a-3p,0.618,0.076207,2.133084,-4.056,0.19375744,hsa-miR-500a-3p,
hsa-miR-5004-5p,0.618,0.076224,2.132929,-4.056,0.0751589,hsa-miR-5004-5p,
hsa-miR-1202,0.619,0.07674,-2.128075,-4.062,-0.99652015,hsa-miR-1202,
hsa-miR-1236-5p,0.619,0.077099,-2.124712,-4.066,-0.26515265,hsa-miR-1236-5p,
hsa-miR-4468,0.619,0.077223,-2.123565,-4.068,-0.06549517,hsa-miR-4468,
hsa-miR-3186-5p,0.619,0.077626,2.119823,-4.072,0.06175987,hsa-miR-3186-5p,
hsa-miR-373-5p,0.619,0.077694,-2.119189,-4.073,-0.07060291,hsa-miR-373-5p,
hsa-miR-4804-3p,0.619,0.077867,2.117587,-4.075,0.03981839,hsa-miR-4804-3p,
hsa-miR-7156-3p,0.619,0.07823,-2.114243,-4.079,-0.06981579,hsa-miR-7156-3p,
hsa-miR-3714,0.619,0.078453,-2.112205,-4.081,-0.03208858,hsa-miR-3714,
hsa-miR-92b-3p,0.619,0.079027,2.106963,-4.088,0.07616069,hsa-miR-92b-3p,
hsa-miR-567,0.619,0.079173,-2.105633,-4.089,-0.0492409,hsa-miR-567,
hsa-miR-3131,0.619,0.079206,-2.10534,-4.09,-0.15812624,hsa-miR-3131,
hsa-miR-939-3p,0.619,0.079463,-2.103006,-4.093,-0.05235992,hsa-miR-939-3p,
hsa-let-7i-5p,0.619,0.079522,-2.102477,-4.093,-1.29954561,hsa-let-7i-5p,
hsa-miR-6124,0.619,0.079792,-2.100041,-4.096,-0.68955359,hsa-miR-6124,
hsa-miR-34c-5p,0.619,0.079941,2.098701,-4.098,0.59584414,hsa-miR-34c-5p,
hsa-miR-4778-5p,0.622,0.080682,-2.092074,-4.106,-0.34733973,hsa-miR-4778-5p,
hsa-miR-502-5p,0.622,0.080963,2.089569,-4.109,0.22189497,hsa-miR-502-5p,
hsa-miR-3190-5p,0.622,0.081399,2.085712,-4.114,0.03741605,hsa-miR-3190-5p,
hsa-miR-6516-5p,0.622,0.081721,-2.082876,-4.117,-0.05913541,hsa-miR-6516-5p,
hsa-miR-652-5p,0.622,0.081727,-2.082823,-4.117,-0.2383613,hsa-miR-652-5p,
hsa-miR-18a-3p,0.622,0.081764,-2.082505,-4.118,-0.05818208,hsa-miR-18a-3p,
hsa-miR-4740-5p,0.624,0.082663,-2.074648,-4.127,-0.11202784,hsa-miR-4740-5p,
hsa-miR-4513,0.624,0.08271,-2.074237,-4.128,-0.12503079,hsa-miR-4513,
hsa-miR-4438,0.624,0.082972,2.071965,-4.13,0.06469128,hsa-miR-4438,
hsa-miR-4461,0.624,0.082975,-2.071947,-4.13,-0.06132536,hsa-miR-4461,
hsa-miR-3945,0.624,0.083539,-2.067083,-4.136,-0.20474118,hsa-miR-3945,
hsa-miR-5011-3p,0.624,0.08401,2.063046,-4.141,0.03954705,hsa-miR-5011-3p,
hsa-miR-525-3p,0.624,0.084164,2.061725,-4.143,0.44237593,hsa-miR-525-3p,
hsa-miR-492,0.624,0.084168,-2.061693,-4.143,-0.0860679,hsa-miR-492,
hsa-miR-3074-5p,0.624,0.084242,2.061066,-4.144,0.04230921,hsa-miR-3074-5p,
hsa-miR-4704-3p,0.624,0.08457,2.058276,-4.147,0.03685689,hsa-miR-4704-3p,
hsa-miR-5000-5p,0.624,0.085011,2.054538,-4.151,0.04039526,hsa-miR-5000-5p,
hsa-miR-1250-5p,0.624,0.085049,-2.054217,-4.152,-0.0447405,hsa-miR-1250-5p,
hsa-miR-6738-5p,0.624,0.085259,-2.052448,-4.154,-0.26511692,hsa-miR-6738-5p,
hsa-miR-143-5p,0.625,0.085703,2.048718,-4.159,0.46979889,hsa-miR-143-5p,
hsa-miR-3926,0.625,0.085946,-2.046689,-4.161,-0.09108806,hsa-miR-3926,
hsa-miR-3688-3p,0.625,0.086122,-2.045221,-4.163,-0.04500314,hsa-miR-3688-3p,
hsa-miR-6743-5p,0.628,0.087017,-2.037805,-4.172,-0.08034683,hsa-miR-6743-5p,
hsa-miR-601,0.628,0.087128,-2.036887,-4.173,-0.15254653,hsa-miR-601,
hsa-let-7d-5p,0.628,0.087289,-2.035566,-4.174,-0.90664082,hsa-let-7d-5p,
hsa-miR-126-5p,0.628,0.087642,2.032666,-4.178,0.55784896,hsa-miR-126-5p,
hsa-miR-193a-5p,0.628,0.08775,-2.031782,-4.179,-0.52416154,hsa-miR-193a-5p,
hsa-miR-8089,0.628,0.088475,-2.02588,-4.186,-0.24523181,hsa-miR-8089,
hsa-miR-4261,0.628,0.088867,2.022706,-4.19,0.2355888,hsa-miR-4261,
hsa-miR-548aq-5p,0.628,0.089162,2.020335,-4.193,0.04893707,hsa-miR-548aq-5p,
hsa-miR-6837-5p,0.628,0.089463,-2.017911,-4.196,-0.14477298,hsa-miR-6837-5p,
hsa-miR-30e-5p,0.628,0.089661,2.016328,-4.198,0.2593265,hsa-miR-30e-5p,
hsa-miR-129-2-3p,0.628,0.090026,2.013412,-4.201,0.0640112,hsa-miR-129-2-3p,
hsa-miR-134-5p,0.628,0.090678,-2.008242,-4.208,-0.70563034,hsa-miR-134-5p,
hsa-miR-6755-5p,0.628,0.090713,2.00796,-4.208,0.04625918,hsa-miR-6755-5p,
hsa-miR-302a-3p,0.628,0.090837,2.006982,-4.209,0.04652776,hsa-miR-302a-3p,
hsa-miR-622,0.628,0.091023,-2.005517,-4.211,-0.22223339,hsa-miR-622,
hsa-miR-6874-5p,0.628,0.091164,-2.004407,-4.212,-0.0480804,hsa-miR-6874-5p,
hsa-miR-642b-3p,0.628,0.09175,-1.999809,-4.218,-1.230723,hsa-miR-642b-3p,
hsa-miR-200c-3p,0.628,0.092929,1.990652,-4.229,0.93120919,hsa-miR-200c-3p,
hsa-miR-3117-3p,0.628,0.093171,1.988789,-4.231,0.05187539,hsa-miR-3117-3p,
hsa-miR-6748-5p,0.628,0.093225,-1.988369,-4.232,-0.1132714,hsa-miR-6748-5p,
hsa-miR-6504-3p,0.628,0.093708,1.984663,-4.236,0.05687259,hsa-miR-6504-3p,
hsa-miR-4296,0.628,0.094079,-1.981835,-4.24,-0.04864833,hsa-miR-4296,
hsa-miR-4284,0.628,0.094363,1.979669,-4.242,1.04838621,hsa-miR-4284,
hsa-miR-6824-3p,0.628,0.094813,1.976261,-4.246,0.05940517,hsa-miR-6824-3p,
hsa-miR-1182,0.628,0.095366,-1.972088,-4.251,-0.15231414,hsa-miR-1182,
hsa-miR-519d-5p,0.628,0.096848,1.961038,-4.265,0.08068439,hsa-miR-519d-5p,
hsa-miR-1266-5p,0.628,0.096974,-1.960099,-4.266,-0.05535181,hsa-miR-1266-5p,
hsa-miR-501-5p,0.628,0.09755,1.95586,-4.271,0.15564457,hsa-miR-501-5p,
hsa-miR-579-3p,0.628,0.098179,-1.951252,-4.276,-0.03467746,hsa-miR-579-3p,
hsa-miR-711,0.628,0.09838,-1.949783,-4.278,-0.08875059,hsa-miR-711,
hsa-miR-3141,0.628,0.098443,-1.949323,-4.279,-0.32190353,hsa-miR-3141,
hsa-miR-3177-5p,0.628,0.098544,1.948592,-4.28,0.05148565,hsa-miR-3177-5p,
hsa-miR-5586-5p,0.628,0.098646,1.947849,-4.281,0.04736821,hsa-miR-5586-5p,
hsa-miR-4746-3p,0.628,0.098777,-1.946898,-4.282,-0.1307024,hsa-miR-4746-3p,
hsa-miR-6894-3p,0.628,0.098832,-1.946498,-4.282,-0.04805011,hsa-miR-6894-3p,
hsa-miR-4475,0.628,0.098911,-1.945923,-4.283,-0.03024131,hsa-miR-4475,
hsa-miR-8068,0.628,0.099174,1.944017,-4.285,0.037876,hsa-miR-8068,
hsa-miR-6734-3p,0.628,0.099198,-1.943849,-4.285,-0.04346423,hsa-miR-6734-3p,
hsa-let-7g-5p,0.628,0.099682,-1.940355,-4.29,-0.97510553,hsa-let-7g-5p,
hsa-miR-6766-5p,0.628,0.100546,1.934169,-4.297,0.04249834,hsa-miR-6766-5p,
hsa-miR-4763-3p,0.628,0.10056,-1.934069,-4.297,-0.76973557,hsa-miR-4763-3p,
hsa-miR-125b-1-3p,0.628,0.100716,-1.932961,-4.299,-0.07961518,hsa-miR-125b-1-3p,
hsa-miR-6088,0.628,0.100918,-1.931522,-4.3,-0.98368703,hsa-miR-6088,
hsa-miR-664a-3p,0.628,0.101052,1.930567,-4.301,0.18540476,hsa-miR-664a-3p,
hsa-miR-514b-3p,0.628,0.101066,1.930468,-4.302,0.04233915,hsa-miR-514b-3p,
hsa-miR-30c-2-3p,0.628,0.101169,1.929744,-4.302,0.17528342,hsa-miR-30c-2-3p,
hsa-miR-139-3p,0.628,0.101224,1.929354,-4.303,0.25515436,hsa-miR-139-3p,
hsa-miR-5092,0.628,0.101387,1.928201,-4.304,0.04556895,hsa-miR-5092,
hsa-miR-767-5p,0.628,0.101669,1.926206,-4.307,0.06462241,hsa-miR-767-5p,
hsa-miR-6502-3p,0.628,0.101893,-1.924626,-4.309,-0.06160562,hsa-miR-6502-3p,
hsa-miR-519e-3p,0.628,0.102055,1.923492,-4.31,0.9475468,hsa-miR-519e-3p,
hsa-miR-3617-3p,0.628,0.102182,-1.922597,-4.311,-0.03923924,hsa-miR-3617-3p,
hsa-miR-6848-5p,0.628,0.102304,-1.921744,-4.312,-0.14730684,hsa-miR-6848-5p,
hsa-miR-1288-3p,0.628,0.102579,1.919816,-4.314,0.11236002,hsa-miR-1288-3p,
hsa-miR-421,0.628,0.102631,-1.919454,-4.315,-0.07167237,hsa-miR-421,
hsa-miR-365a-5p,0.628,0.103598,-1.912735,-4.323,-0.11931176,hsa-miR-365a-5p,
hsa-miR-4749-5p,0.628,0.104805,-1.904428,-4.333,-0.10013033,hsa-miR-4749-5p,
hsa-miR-365b-5p,0.628,0.104908,-1.903724,-4.334,-0.06792802,hsa-miR-365b-5p,
hsa-miR-676-5p,0.628,0.105244,-1.901428,-4.337,-0.05202879,hsa-miR-676-5p,
hsa-miR-3159,0.628,0.105584,-1.899116,-4.339,-0.04517666,hsa-miR-3159,
hsa-miR-3960,0.628,0.105898,-1.896986,-4.342,-1.20147669,hsa-miR-3960,
hsa-miR-30e-3p,0.628,0.105923,1.896818,-4.342,0.30340082,hsa-miR-30e-3p,
hsa-miR-6733-5p,0.628,0.106474,1.893097,-4.347,0.05773443,hsa-miR-6733-5p,
hsa-miR-5697,0.628,0.106784,1.891017,-4.349,0.04030279,hsa-miR-5697,
hsa-miR-6787-3p,0.628,0.106816,-1.890801,-4.349,-0.03679451,hsa-miR-6787-3p,
hsa-miR-548ay-5p,0.628,0.106825,1.890736,-4.349,0.05810583,hsa-miR-548ay-5p,
hsa-miR-6769b-3p,0.628,0.107028,-1.889378,-4.351,-0.04003164,hsa-miR-6769b-3p,
hsa-miR-5704,0.628,0.107029,1.88937,-4.351,0.06034574,hsa-miR-5704,
hsa-miR-514b-5p,0.628,0.107491,-1.886284,-4.355,-0.15909568,hsa-miR-514b-5p,
hsa-miR-519b-3p,0.628,0.107696,1.884916,-4.356,0.82752026,hsa-miR-519b-3p,
hsa-miR-99b-3p,0.628,0.107914,1.883466,-4.358,0.08498216,hsa-miR-99b-3p,
hsa-miR-4701-5p,0.628,0.107992,1.882951,-4.359,0.03868903,hsa-miR-4701-5p,
hsa-miR-145-5p,0.628,0.108187,1.881656,-4.36,1.27624096,hsa-miR-145-5p,
hsa-miR-6846-3p,0.628,0.108371,-1.880439,-4.362,-0.03538514,hsa-miR-6846-3p,
hsa-miR-3614-5p,0.628,0.108538,-1.879335,-4.363,-0.03672273,hsa-miR-3614-5p,
hsa-miR-6753-5p,0.628,0.108824,-1.877443,-4.365,-0.49388634,hsa-miR-6753-5p,
hsa-miR-3151-5p,0.628,0.108832,-1.877395,-4.365,-0.03529646,hsa-miR-3151-5p,
hsa-miR-3195,0.628,0.10934,-1.87405,-4.369,-0.31980413,hsa-miR-3195,
hsa-miR-4646-5p,0.628,0.10936,-1.873918,-4.37,-0.2436992,hsa-miR-4646-5p,
hsa-miR-4656,0.628,0.109417,-1.873546,-4.37,-0.09666323,hsa-miR-4656,
hsa-miR-6728-5p,0.628,0.109505,-1.872974,-4.371,-0.62361202,hsa-miR-6728-5p,
hsa-miR-3667-5p,0.628,0.109534,-1.872784,-4.371,-0.40144,hsa-miR-3667-5p,
hsa-miR-4494,0.628,0.10963,-1.872151,-4.372,-0.05609083,hsa-miR-4494,
hsa-miR-7-2-3p,0.628,0.10968,1.871828,-4.372,0.03309586,hsa-miR-7-2-3p,
hsa-miR-6866-5p,0.628,0.109887,1.870472,-4.374,0.05086098,hsa-miR-6866-5p,
hsa-miR-218-1-3p,0.628,0.109965,1.869965,-4.374,0.03397731,hsa-miR-218-1-3p,
hsa-miR-5186,0.628,0.11003,1.869539,-4.375,0.03471057,hsa-miR-5186,
hsa-miR-4499,0.628,0.110038,-1.869488,-4.375,-0.56134354,hsa-miR-4499,
hsa-miR-6133,0.628,0.110152,-1.868745,-4.376,-0.08404647,hsa-miR-6133,
hsa-miR-431-3p,0.628,0.110606,1.865797,-4.379,0.18809975,hsa-miR-431-3p,
hsa-miR-6884-3p,0.628,0.110879,-1.864027,-4.381,-0.04372529,hsa-miR-6884-3p,
hsa-miR-4445-3p,0.628,0.111099,1.862607,-4.383,0.07457867,hsa-miR-4445-3p,
hsa-miR-198,0.628,0.11148,-1.860148,-4.386,-0.23671437,hsa-miR-198,
hsa-miR-628-3p,0.628,0.111827,1.857923,-4.389,0.17761542,hsa-miR-628-3p,
hsa-miR-6778-5p,0.628,0.111983,-1.856924,-4.39,-0.32673051,hsa-miR-6778-5p,
hsa-miR-30a-5p,0.628,0.112003,1.856791,-4.39,1.26839756,hsa-miR-30a-5p,
hsa-miR-3622a-5p,0.628,0.112111,-1.856103,-4.391,-0.04397371,hsa-miR-3622a-5p,
hsa-miR-6516-3p,0.628,0.112257,1.855169,-4.392,0.15350788,hsa-miR-6516-3p,
hsa-miR-6772-3p,0.628,0.112762,-1.851947,-4.396,-0.03685012,hsa-miR-6772-3p,
hsa-miR-6837-3p,0.628,0.112818,1.851593,-4.396,0.04349061,hsa-miR-6837-3p,
hsa-miR-4536-3p,0.628,0.11295,1.850757,-4.397,0.05723949,hsa-miR-4536-3p,
hsa-miR-541-3p,0.628,0.113128,-1.849626,-4.399,-0.04469631,hsa-miR-541-3p,
hsa-miR-202-3p,0.628,0.113659,-1.846266,-4.403,-0.28229523,hsa-miR-202-3p,
hsa-miR-613,0.628,0.113876,-1.844899,-4.404,-0.03482157,hsa-miR-613,
hsa-miR-3162-5p,0.628,0.114048,-1.843817,-4.406,-0.13500389,hsa-miR-3162-5p,
hsa-miR-6819-5p,0.628,0.11411,-1.843423,-4.406,-0.16148223,hsa-miR-6819-5p,
hsa-miR-6856-3p,0.628,0.1142,-1.842856,-4.407,-0.04359491,hsa-miR-6856-3p,
hsa-miR-450b-5p,0.628,0.114294,1.842266,-4.407,0.06717094,hsa-miR-450b-5p,
hsa-miR-1228-3p,0.628,0.114459,-1.841235,-4.409,-0.16677872,hsa-miR-1228-3p,
hsa-miR-5787,0.628,0.114612,-1.840273,-4.41,-1.16835536,hsa-miR-5787,
hsa-miR-4743-5p,0.628,0.114626,-1.840188,-4.41,-0.18627582,hsa-miR-4743-5p,
hsa-miR-6784-5p,0.628,0.114942,-1.83821,-4.412,-0.09308588,hsa-miR-6784-5p,
hsa-miR-4539,0.628,0.114982,-1.837964,-4.413,-0.17905617,hsa-miR-4539,
hsa-miR-516b-5p,0.628,0.115242,1.836339,-4.415,0.7837684,hsa-miR-516b-5p,
hsa-miR-3120-5p,0.628,0.115308,1.835931,-4.415,0.03617614,hsa-miR-3120-5p,
hsa-miR-4490,0.628,0.115359,1.835611,-4.415,0.04267216,hsa-miR-4490,
hsa-miR-10a-5p,0.628,0.115471,1.834916,-4.416,0.36674661,hsa-miR-10a-5p,
hsa-miR-6072,0.628,0.115917,1.832151,-4.42,0.04274375,hsa-miR-6072,
hsa-miR-10b-3p,0.628,0.115964,-1.83186,-4.42,-0.06621858,hsa-miR-10b-3p,
hsa-miR-4456,0.628,0.116109,-1.830961,-4.421,-0.03624855,hsa-miR-4456,
hsa-miR-6802-5p,0.628,0.11612,-1.830895,-4.421,-0.16561428,hsa-miR-6802-5p,
hsa-miR-150-5p,0.628,0.116332,-1.829589,-4.423,-0.56237252,hsa-miR-150-5p,
hsa-miR-4270,0.628,0.116615,-1.82784,-4.425,-0.94154562,hsa-miR-4270,
hsa-miR-1265,0.629,0.117065,1.825077,-4.428,0.04771194,hsa-miR-1265,
hsa-miR-6824-5p,0.629,0.117259,-1.823892,-4.429,-0.13447672,hsa-miR-6824-5p,
hsa-miR-1-3p,0.635,0.118563,1.815951,-4.439,0.62540732,hsa-miR-1-3p,
hsa-miR-494-5p,0.635,0.119085,1.812801,-4.443,0.03810167,hsa-miR-494-5p,
hsa-miR-4530,0.635,0.120553,-1.804003,-4.453,-0.76210414,hsa-miR-4530,
hsa-miR-4531,0.635,0.120578,-1.803852,-4.453,-0.04335029,hsa-miR-4531,
hsa-miR-4298,0.635,0.121105,-1.800722,-4.457,-0.379156,hsa-miR-4298,
hsa-miR-6514-5p,0.635,0.121158,-1.800408,-4.457,-0.03819468,hsa-miR-6514-5p,
hsa-miR-4643,0.635,0.121162,1.800383,-4.457,0.06394442,hsa-miR-4643,
hsa-miR-4664-3p,0.635,0.121211,1.800096,-4.458,0.06492389,hsa-miR-4664-3p,
hsa-miR-7154-5p,0.635,0.121557,1.798048,-4.46,0.04573664,hsa-miR-7154-5p,
hsa-miR-3606-5p,0.635,0.122099,1.794855,-4.464,0.03804295,hsa-miR-3606-5p,
hsa-miR-6501-5p,0.635,0.122224,1.794117,-4.465,0.03555711,hsa-miR-6501-5p,
hsa-miR-4495,0.635,0.122763,1.790956,-4.469,0.03929842,hsa-miR-4495,
hsa-miR-3612,0.635,0.122785,1.790829,-4.469,0.04248852,hsa-miR-3612,
hsa-miR-4291,0.635,0.122977,1.789707,-4.47,0.86314596,hsa-miR-4291,
hsa-miR-1229-5p,0.635,0.123148,-1.788706,-4.471,-0.8598421,hsa-miR-1229-5p,
hsa-miR-6865-5p,0.635,0.123358,-1.787482,-4.473,-0.15248405,hsa-miR-6865-5p,
hsa-miR-6805-5p,0.635,0.123499,1.786662,-4.474,0.0845156,hsa-miR-6805-5p,
hsa-miR-6766-3p,0.635,0.123537,-1.786445,-4.474,-0.18904152,hsa-miR-6766-3p,
hsa-miR-1249-3p,0.635,0.124273,-1.782174,-4.479,-0.33234182,hsa-miR-1249-3p,
hsa-miR-6870-5p,0.635,0.124347,-1.78175,-4.48,-0.15519884,hsa-miR-6870-5p,
hsa-miR-4464,0.635,0.124435,1.781241,-4.48,0.0580857,hsa-miR-4464,
hsa-miR-378g,0.635,0.124647,1.780018,-4.482,0.0935778,hsa-miR-378g,
hsa-miR-6842-5p,0.635,0.125232,1.776651,-4.486,0.04987889,hsa-miR-6842-5p,
hsa-miR-455-5p,0.635,0.125627,-1.774391,-4.488,-0.26026227,hsa-miR-455-5p,
hsa-miR-4433a-3p,0.635,0.125878,-1.772957,-4.49,-0.31651856,hsa-miR-4433a-3p,
hsa-miR-3928-3p,0.635,0.126194,1.771156,-4.492,0.05183814,hsa-miR-3928-3p,
hsa-miR-4732-5p,0.635,0.126404,-1.769956,-4.494,-0.8135531,hsa-miR-4732-5p,
hsa-miR-708-3p,0.635,0.126436,1.769779,-4.494,0.0327744,hsa-miR-708-3p,
hsa-miR-216a-3p,0.635,0.126536,1.769209,-4.494,0.054381,hsa-miR-216a-3p,
hsa-miR-4647,0.635,0.126607,-1.768806,-4.495,-0.07189865,hsa-miR-4647,
hsa-miR-125b-5p,0.635,0.126968,1.766759,-4.497,0.75578999,hsa-miR-125b-5p,
hsa-miR-8085,0.635,0.127055,-1.766269,-4.498,-0.07645738,hsa-miR-8085,
hsa-miR-6089,0.635,0.127167,-1.765635,-4.499,-1.01128991,hsa-miR-6089,
hsa-miR-7160-3p,0.635,0.127729,1.762462,-4.502,0.03478675,hsa-miR-7160-3p,
hsa-miR-4636,0.635,0.127905,-1.761476,-4.504,-0.05181002,hsa-miR-4636,
hsa-miR-3160-5p,0.635,0.127972,-1.761097,-4.504,-0.03235904,hsa-miR-3160-5p,
hsa-miR-548as-3p,0.635,0.128552,1.757847,-4.508,0.03896685,hsa-miR-548as-3p,
hsa-miR-200c-5p,0.635,0.128623,1.757448,-4.508,0.10426968,hsa-miR-200c-5p,
hsa-miR-6503-3p,0.635,0.128834,1.75627,-4.51,0.04037017,hsa-miR-6503-3p,
hsa-miR-4252,0.635,0.129544,1.752317,-4.515,0.08129297,hsa-miR-4252,
hsa-miR-3944-5p,0.635,0.130384,1.747672,-4.52,0.03526728,hsa-miR-3944-5p,
hsa-miR-518c-3p,0.635,0.130787,1.745454,-4.523,0.9657333,hsa-miR-518c-3p,
hsa-miR-1185-2-3p,0.635,0.131055,-1.743978,-4.524,-0.30219651,hsa-miR-1185-2-3p,
hsa-miR-6715b-3p,0.635,0.131335,-1.742442,-4.526,-0.05463206,hsa-miR-6715b-3p,
hsa-miR-187-5p,0.635,0.131347,-1.742379,-4.526,-0.19201083,hsa-miR-187-5p,
hsa-miR-3164,0.635,0.131364,-1.742284,-4.526,-0.05051081,hsa-miR-3164,
hsa-miR-1251-3p,0.635,0.131645,1.740748,-4.528,0.03967435,hsa-miR-1251-3p,
hsa-miR-1254,0.635,0.131745,-1.7402,-4.529,-0.03754334,hsa-miR-1254,
hsa-miR-548i,0.635,0.131753,1.740158,-4.529,0.03176995,hsa-miR-548i,
hsa-miR-518d-3p,0.635,0.132077,1.738391,-4.531,0.37252391,hsa-miR-518d-3p,
hsa-miR-3652,0.635,0.132666,-1.735191,-4.535,-0.30099825,hsa-miR-3652,
hsa-miR-6771-3p,0.635,0.132956,-1.733618,-4.537,-0.03502082,hsa-miR-6771-3p,
hsa-miR-8073,0.635,0.133885,-1.728606,-4.543,-0.26926979,hsa-miR-8073,
hsa-miR-4451,0.635,0.133893,-1.728563,-4.543,-0.0947723,hsa-miR-4451,
hsa-miR-30c-5p,0.635,0.134255,1.726621,-4.545,0.70391995,hsa-miR-30c-5p,
hsa-miR-153-3p,0.635,0.13438,1.725953,-4.546,0.03316084,hsa-miR-153-3p,
hsa-miR-4659b-5p,0.635,0.134845,-1.723466,-4.549,-0.04688199,hsa-miR-4659b-5p,
hsa-miR-8072,0.635,0.134903,-1.723157,-4.549,-0.1800952,hsa-miR-8072,
hsa-miR-6083,0.635,0.13511,-1.722052,-4.55,-0.07354861,hsa-miR-6083,
hsa-miR-3199,0.635,0.135229,-1.721417,-4.551,-0.03617218,hsa-miR-3199,
hsa-miR-5194,0.635,0.13528,1.721148,-4.551,0.11710297,hsa-miR-5194,
hsa-miR-4673,0.635,0.135582,-1.719541,-4.553,-0.06341599,hsa-miR-4673,
hsa-miR-4684-3p,0.635,0.135911,-1.717795,-4.555,-0.03978286,hsa-miR-4684-3p,
hsa-miR-4769-5p,0.635,0.135941,-1.717637,-4.555,-0.22314175,hsa-miR-4769-5p,
hsa-miR-1973,0.635,0.136175,-1.716398,-4.557,-1.26797754,hsa-miR-1973,
hsa-miR-4540,0.635,0.136263,1.715933,-4.557,0.03924403,hsa-miR-4540,
hsa-miR-548as-5p,0.635,0.136323,-1.715618,-4.558,-0.03777504,hsa-miR-548as-5p,
hsa-miR-7704,0.635,0.13688,-1.712677,-4.561,-0.69322846,hsa-miR-7704,
hsa-miR-6509-5p,0.635,0.137187,-1.711068,-4.563,-0.06962476,hsa-miR-6509-5p,
hsa-miR-8077,0.635,0.137723,1.70826,-4.566,0.05718012,hsa-miR-8077,
